038900004095_camera0-13.jpg,1188.4,1052.45,390.96,285.87,112_canned_food
038900004095_camera0-18.jpg,1214.89,1053.72,392.36,281.67,112_canned_food
038900004095_camera0-11.jpg,1180.52,1055.31,384.33,281.62,112_canned_food
038900004095_camera0-10.jpg,1171.68,1047.6,399.85,284.1,112_canned_food
038900004095_camera0-17.jpg,1197.98,1052.86,413.0,278.84,112_canned_food
038900004095_camera0-24.jpg,1253.23,1050.23,384.06,268.32,112_canned_food
038900004095_camera0-22.jpg,1237.44,1042.34,391.96,286.73,112_canned_food
038900004095_camera0-25.jpg,1250.6,1047.6,386.7,278.84,112_canned_food
038900004095_camera0-15.jpg,1197.98,1044.97,391.96,286.73,112_canned_food
038900004095_camera0-19.jpg,1230.96,1052.49,385.49,280.15,112_canned_food
038900004095_camera0-20.jpg,1226.92,1047.6,399.85,286.73,112_canned_food
038900004095_camera0-16.jpg,1197.98,1050.23,402.48,291.99,112_canned_food
038900004095_camera0-23.jpg,1244.43,1057.8,390.83,273.28,112_canned_food
038900004095_camera0-21.jpg,1234.81,1047.6,397.22,286.73,112_canned_food
038900004095_camera0-12.jpg,1182.2,1044.97,391.96,281.47,112_canned_food
038900004095_camera0-14.jpg,1193.99,1055.27,391.92,282.65,112_canned_food
038900004095_camera0-28.jpg,1245.33,1050.23,397.22,268.32,112_canned_food
038900004095_camera0-33.jpg,1232.18,1052.86,384.06,273.58,112_canned_food
038900004095_camera0-3.jpg,1184.56,1056.5,380.14,267.93,112_canned_food
038900004095_camera0-31.jpg,1242.7,1047.6,381.43,281.47,112_canned_food
038900004095_camera0-35.jpg,1227.06,1053.89,376.09,266.7,112_canned_food
038900004095_camera0-32.jpg,1237.44,1050.23,381.43,276.21,112_canned_food
038900004095_camera0-30.jpg,1248.28,1052.95,378.83,270.22,112_canned_food
038900004095_camera0-36.jpg,1216.4,1044.97,381.43,278.84,112_canned_food
038900004095_camera0-37.jpg,1213.77,1058.12,386.7,276.21,112_canned_food
038900004095_camera0-27.jpg,1242.7,1058.12,389.33,265.69,112_canned_food
038900004095_camera0-40.jpg,1196.68,1055.01,375.75,266.95,112_canned_food
038900004095_camera0-29.jpg,1248.03,1054.27,386.51,273.47,112_canned_food
038900004095_camera0-26.jpg,1253.23,1055.49,386.7,273.58,112_canned_food
038900004095_camera0-34.jpg,1232.18,1050.23,376.17,278.84,112_canned_food
038900004095_camera0-38.jpg,1210.4,1054.04,373.51,268.71,112_canned_food
038900004095_camera0-39.jpg,1197.98,1047.6,389.33,273.58,112_canned_food
038900004095_camera0-5.jpg,1176.94,1050.23,381.43,276.21,112_canned_food
038900004095_camera0-7.jpg,1166.42,1063.39,397.22,273.58,112_canned_food
038900004095_camera0-9.jpg,1178.97,1057.59,382.11,277.42,112_canned_food
038900004095_camera1-13.jpg,1055.93,897.66,386.7,423.52,112_canned_food
038900004095_camera0-8.jpg,1171.68,1058.12,394.59,268.32,112_canned_food
038900004095_camera1-10.jpg,1048.79,896.74,371.36,413.22,112_canned_food
038900004095_camera1-12.jpg,1053.3,900.29,373.54,407.74,112_canned_food
038900004095_camera0-6.jpg,1171.68,1055.49,386.7,278.84,112_canned_food
038900004095_camera0-4.jpg,1169.05,1047.6,399.85,278.84,112_canned_food
038900004095_camera1-15.jpg,1061.19,902.92,391.96,418.26,112_canned_food
038900004095_camera1-11.jpg,1050.67,889.77,370.91,415.63,112_canned_food
038900004095_camera1-18.jpg,1079.61,900.29,394.59,426.15,112_canned_food
038900004095_camera1-14.jpg,1053.3,897.66,381.43,410.37,112_canned_food
038900004095_camera1-19.jpg,1092.76,900.29,373.54,418.26,112_canned_food
038900004095_camera1-16.jpg,1082.24,908.18,373.54,410.37,112_canned_food
038900004095_camera1-17.jpg,1074.35,884.51,376.17,439.31,112_canned_food
038900004095_camera1-1.jpg,1050.67,868.72,368.28,397.22,112_canned_food
038900004095_camera1-22.jpg,1112.32,895.19,368.69,414.11,112_canned_food
038900004095_camera1-27.jpg,1113.81,881.88,373.54,402.48,112_canned_food
038900004095_camera1-30.jpg,1098.02,863.46,370.91,410.37,112_canned_food
038900004095_camera1-21.jpg,1105.91,892.4,368.28,420.89,112_canned_food
038900004095_camera1-20.jpg,1105.55,900.36,367.93,412.97,112_canned_food
038900004095_camera1-25.jpg,1119.07,881.88,370.91,407.74,112_canned_food
038900004095_camera1-24.jpg,1113.81,889.77,368.28,397.22,112_canned_food
038900004095_camera1-28.jpg,1111.17,866.09,373.54,415.63,112_canned_food
